樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高_m,胸高直徑_cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
TS0LS10004,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.17487,0,1.591942,0,1051125,DBH<6,300478.9098,2770689.599,121.50026,25.043505
TS0LS10005,構樹,Broussonetia papyrifera,桑科,龍山,高灘地南區管理站,7.86918,14.33121,22.814462,18,1051125,,300478.544,2770688.238,121.500256,25.043493
TS0LS10006,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.32537,0,1.591942,0,1051125,DBH<6,300477.4821,2770685.055,121.500246,25.043464
TS0LS10007,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.02865,0,1.591942,0,1051125,DBH<6,300476.8494,2770681.448,121.500239,25.043432
TS0LS10008,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.1588,6.369427,10.139761,8,1051125,,300476.3566,2770679.181,121.500234,25.043411
TS0LS10009,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.10541,6.369427,10.139761,8,1051125,,300474.2946,2770677.016,121.500214,25.043392
TS0LS10010,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.48617,0,1.591942,0,1051125,DBH<6,300474.0906,2770675.251,121.500212,25.043376
TS0LS10011,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.9807,0,1.591942,0,1051125,DBH<6,300473.5519,2770673.03,121.500206,25.043356
TS0LS10012,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.53725,19.435729,30.940563,24.411276,1051125,多主幹4枝,300471.1269,2770669.425,121.500182,25.043323
TS0LS10013,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.50891,9.235669,14.702654,11.6,1051125,測量1.4m,300469.6164,2770665.406,121.500167,25.043287
TS0LS10014,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.56037,0,1.591942,0,1051125,DBH<6,300468.2058,2770661.41,121.500153,25.043251
TS0LS10015,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.39622,7.006369,11.153737,8.8,1051125,多支幹,300467.7781,2770657.696,121.500149,25.043218
TS0LS10016,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.94048,7.643312,12.167713,9.6,1051125,,300466.7924,2770654.633,121.500139,25.04319
TS0LS10017,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.01904,6.050955,9.632773,7.6,1051125,,300464.7008,2770648.305,121.500118,25.043133
TS0LS10018,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.57375,16.459146,26.202014,20.672687,1051125,多主幹5枝,300464.1956,2770645.981,121.500113,25.043112
TS0LS10019,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,6.75817,27.305904,43.469429,34.296216,1051125,多主幹4枝,300463.6144,2770641.437,121.500107,25.043071
TS0LS10020,柳樹,Salix pendulina,楊柳科,龍山,高灘地南區管理站,6.64782,18.789809,29.912295,23.6,1051125,,300459.4247,2770613.684,121.500064,25.042821
TS0LS10021,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,7.69687,22.089609,35.165387,27.744549,1051125,多主幹3枝,300459.0752,2770612.431,121.500061,25.042809
TS0LS10022,構樹,Broussonetia papyrifera,桑科,龍山,高灘地南區管理站,8.07461,22.292994,35.489164,28,1051125,,300457.2953,2770610.659,121.500043,25.042793
TS0LS10023,苦楝,Melia azedarach,楝科,龍山,高灘地南區管理站,8.4961,36.381082,57.91659,45.694639,1051125,多主幹2枝,300442.9071,2770601.336,121.4999,25.04271
TS0LS10024,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,7.01811,13.694268,21.800486,17.2,1051125,,300441.9375,2770599.754,121.49989,25.042695
TS0LS10025,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,7.71888,25.796178,41.066032,32.4,1051125,,300441.9621,2770596.147,121.49989,25.042663
TS0LS10026,檸檬,Citrus limon,芸香科,龍山,高灘地南區管理站,3.07234,0,1.591942,0,1051125,DBH<6,300437.262,2770594.817,121.499844,25.042651
TS0LS10027,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.49967,13.057325,20.78651,16.4,1051125,,300435.6716,2770593.263,121.499828,25.042637
TS0LS10028,日本女貞,Ligustrum?liukiuense,木犀科,龍山,高灘地南區管理站,2.71189,0,1.591942,0,1051125,DBH<6,300449.2987,2770578.998,121.499963,25.042508
TS0LS10029,稜果榕,Ficus septica,桑科,龍山,高灘地南區管理站,3.70025,0,1.591942,0,1051125,DBH<6,300449.7692,2770580.364,121.499967,25.04252
TS0LS10030,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.84368,10.191083,16.223618,12.8,1051125,,300451.3426,2770581.634,121.499983,25.042531
TS0LS10031,春不老,Ardisia squamulosa,紫金牛科,龍山,高灘地南區管理站,2.88029,0,1.591942,0,1051125,DBH<6,300452.4526,2770584.123,121.499994,25.042554
TS0LS10032,稜果榕,Ficus septica,桑科,龍山,高灘地南區管理站,2.30819,0,1.591942,0,1051125,DBH<6,300453.3966,2770586.852,121.500003,25.042578
TS0LS10033,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,3.04596,7.324841,11.660725,9.2,1051125,,300453.9696,2770588.248,121.500009,25.042591
TS0LS10034,雀榕,Ficus subpisocarpa,桑科,龍山,高灘地南區管理站,2.08551,0,1.591942,0,1051125,,300454.2716,2770589.188,121.500012,25.0426
TS0LS10035,血桐,Macaranga tanarius,大戟科,龍山,高灘地南區管理站,2.15088,0,1.591942,0,1051125,,300454.7247,2770590.386,121.500017,25.04261
TS0LS10036,島榕,Ficus virgata,桑科,龍山,高灘地南區管理站,1.65027,0,1.591942,0,1051125,,300455.3412,2770591.823,121.500023,25.042623
TS0LS10037,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,10.2886,28.025478,44.614949,35.2,1051125,,300455.8245,2770593.011,121.500028,25.042634
TS0LS10038,洋紫荊,Bauhinia purpurea,豆科,龍山,高灘地南區管理站,8.32959,15.923567,25.349403,20,1051125,,300456.1651,2770594.367,121.500031,25.042646
TS0LS10039,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.40367,50.955414,81.118089,64,1051125,,300456.9546,2770596.064,121.500039,25.042662
TS0LS10040,稜果榕,Ficus septica,桑科,龍山,高灘地南區管理站,3.69731,9.235669,14.702654,11.6,1051125,,300457.4672,2770597.723,121.500044,25.042676
TS0LS10041,芭樂,Psidium guajava,桃金孃科,龍山,高灘地南區管理站,4.95817,6.369427,10.139761,8,1051125,多支幹,300458.146,2770599.612,121.500051,25.042694
TS0LS10042,朴樹,Celtis sinensis,榆科,龍山,高灘地南區管理站,5.92919,14.33121,22.814462,18,1051125,,300458.8139,2770601.751,121.500058,25.042713
TS0LS10043,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.43145,0,1.591942,0,1051125,DBH<6,300460.6493,2770603.766,121.500076,25.042731
TS0LS10044,苦楝,Melia azedarach,楝科,龍山,高灘地南區管理站,7.41723,36.976977,58.865221,46.443083,1051125,多主幹2枝,300461.3644,2770606.446,121.500083,25.042755
TS0LS10045,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.87901,10.191083,16.223618,12.8,1051125,,300462.3941,2770609.826,121.500093,25.042786
TS0LS10046,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,10.2056,14.027207,22.330507,17.618172,1051125,多主幹2枝,300463.3011,2770613.417,121.500103,25.042818
TS0LS10047,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,7.95938,7.324841,11.660725,9.2,1051125,,300463.746,2770614.5,121.500107,25.042828
TS0LS10048,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,9.83568,25.687828,40.893545,32.263912,1051125,多主幹2枝,300464.2878,2770617.068,121.500112,25.042851
TS0LS10049,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.2768,59.591596,94.866393,74.847044,1051125,多主幹3枝,300465.2164,2770621.148,121.500122,25.042888
TS0LS10050,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.7545,62.275806,99.139501,78.218412,1051125,多主幹2枝,300465.8119,2770624.292,121.500128,25.042916
TS0LS10051,檬果,Mangifera indica,漆樹科,龍山,高灘地南區管理站,3.03797,0,1.591942,0,1051125,DBH<6,300468.4694,2770635.295,121.500155,25.043015
TS0LS10052,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,6.48546,23.128124,36.818644,29.048924,1051125,測量0.9m多主幹2枝,300469.2536,2770638.782,121.500162,25.043047
TS0LS10053,龍眼,Dimocarpus longan,無患子科,龍山,高灘地南區管理站,5.4564,15.618089,24.863099,19.61632,1051125,多主幹2枝,300469.8487,2770642.147,121.500169,25.043077
TS0LS10054,龍眼,Dimocarpus longan,無患子科,龍山,高灘地南區管理站,5.30026,11.937366,19.0036,14.993332,1051125,多主幹2枝,300470.3909,2770643.673,121.500174,25.043091
TS0LS10055,龍眼,Dimocarpus longan,無患子科,龍山,高灘地南區管理站,5.47313,16.539827,26.330453,20.774022,1051125,多主幹3枝,300470.943,2770645.42,121.500179,25.043107
TS0LS10056,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.41863,14.39124,22.910027,18.075398,1051125,多主幹2枝,300471.5498,2770649.265,121.500186,25.043141
TS0LS10057,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.7985,6.050955,9.632773,7.6,1051125,多支幹,300472.72,2770652.996,121.500197,25.043175
TS0LS10058,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.50099,10.486609,16.694078,13.171181,1051125,多主幹2枝,300473.3007,2770656.092,121.500203,25.043203
TS0LS10059,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.92754,6.050955,9.632773,7.6,1051125,,300473.9101,2770658.899,121.500209,25.043228
TS0LS10060,檬果,Mangifera indica,漆樹科,龍山,高灘地南區管理站,3.78413,0,1.591942,0,1051125,DBH<6,300474.1886,2770660.87,121.500212,25.043246
TS0LS10061,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.72213,7.324841,11.660725,9.2,1051125,多支幹,300474.4799,2770661.993,121.500215,25.043256
TS0LS10062,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.50433,0,1.591942,0,1051125,DBH<6,300475.1083,2770663.994,121.500221,25.043274
TS0LS10063,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,5.61795,14.649682,23.32145,18.4,1051125,,300477.3411,2770673.236,121.500244,25.043358
TS0LS10064,柳樹,Salix pendulina,楊柳科,龍山,高灘地南區管理站,4.11419,9.55414,15.209642,12,1051125,主幹傾斜,300477.7531,2770675.353,121.500248,25.043377
TS0LS10065,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,6.89994,17.697381,28.173213,22.22791,1051125,多主幹2枝,300479.5683,2770680.512,121.500266,25.043423
TS0LS10066,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,4.9465,14.924044,23.75822,18.744599,1051125,多主幹2枝,300480.308,2770682.696,121.500274,25.043443
TS0LS10067,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,6.58898,13.246264,21.08729,16.637307,1051125,多主幹2枝,300480.8955,2770685.783,121.50028,25.043471
TS0LS10068,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.40797,7.961783,12.674701,10,1051125,,300481.2258,2770686.918,121.500283,25.043481
TS0LS10069,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.85551,6.210191,9.886267,7.8,1051125,,300481.9891,2770689.167,121.500291,25.043501
TS0LS10070,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.85447,17.197452,27.377355,21.6,1051125,,300435.0439,2770592.43,121.499822,25.042629
TS0LS10071,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,2.38575,0,1.591942,0,1051125,DBH<6,300434.7264,2770592.721,121.499819,25.042632
TS0LS10072,阿勃勒,Cassia fistula,蘇木科,龍山,高灘地南區管理站,11.8907,27.707006,44.107961,34.8,1051125,,300451.2014,2770585.859,121.499982,25.04257
TS0LS10073,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,12.4959,29.299363,46.642901,36.8,1051125,,300445.5922,2770584.272,121.499926,25.042555
TS0LS10074,血桐,Macaranga tanarius,大戟科,龍山,高灘地南區管理站,11.7354,0,1.591942,0,1051125,DBH<6,300443.6872,2770586.336,121.499907,25.042574
TS0LS10075,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,2.61924,91.401274,145.505571,114.8,1051125,全包,300443.2639,2770587.976,121.499903,25.042589
TS0LS10076,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,9.50194,0,1.591942,0,1051125,DBH<6,300440.8826,2770591.098,121.49988,25.042617
TS0LS10077,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.2209,27.866242,44.361455,35,1051125,,300438.6072,2770588.77,121.499857,25.042596
TS0LS10078,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,9.44565,54.77707,87.201945,68.8,1051125,,300435.7497,2770585.066,121.499829,25.042563
TS0LS10079,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,6.36819,57.998518,92.330306,72.846139,1051125,多主幹5枝,300446.2801,2770578.98,121.499933,25.042508
TS0LS10141,構樹,Broussonetia papyrifera,桑科,龍山,高灘地南區管理站,10.343,26.11465,41.57302,32.8,1051125,,300421.7532,2770577.366,121.49969,25.042494
TS0LS10140,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.9557,14.012739,22.307474,17.6,1051125,,300424.399,2770578.16,121.499716,25.042501
TS0LS10082,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.75407,34.076433,54.247722,42.8,1051125,,300429.9024,2770580.012,121.49977,25.042518
TS0LS10216,柚,Citrus maxima,芸香科,龍山,高灘地南區管理站,2.84634,0,1.591942,0,1051125,DBH<6,300430.4739,2770579.795,121.499776,25.042516
TS0LS10217,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.0928,11.783439,18.758558,14.8,1051125,,300435.0108,2770575.965,121.499821,25.042481
TS0LS10218,水黃皮,Pongamia pinnata,豆科,龍山,高灘地南區管理站,4.06019,7.324841,11.660725,9.2,1051125,,300435.9699,2770575.998,121.49983,25.042481
TS0LS10081,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.75238,28.980892,46.135913,36.4,1051125,,300436.3007,2770575.271,121.499834,25.042474
TS0LS10080,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,6.86489,15.923567,25.349403,20,1051125,,300442.5515,2770571.17,121.499895,25.042437
TS0LS10083,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,6.28911,28.980892,46.135913,36.4,1051125,,300439.5749,2770569.152,121.499866,25.042419
TS0LS10084,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,7.41926,13.337829,21.233057,16.752313,1051125,多主幹2枝,300438.5166,2770569.119,121.499855,25.042419
TS0LS10086,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.6405,24.203822,38.531092,30.4,1051125,測量1.1m,300439.608,2770567.168,121.499866,25.042401
TS0LS10087,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,4.72631,21.974522,34.982176,27.6,1051125,,300440.0379,2770565.514,121.49987,25.042386
TS0LS10088,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,9.28911,15.605096,24.842415,19.6,1051125,,300437.6897,2770566.672,121.499847,25.042397
TS0LS10089,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,6.93884,26.11465,41.57302,32.8,1051125,測量1.6m,300432.1864,2770572.87,121.499793,25.042453
TS0LS10104,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.45868,12.898089,20.533016,16.2,1051125,,300432.2261,2770573.624,121.499793,25.04246
TS0LS10105,樟樹,Cinnamomum camphora,樟科,龍山,高灘地南區管理站,12.9174,6.369427,10.139761,8,1051125,,300432.1467,2770572.393,121.499792,25.042449
TS0LS10085,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.0951,34.394904,54.75471,43.2,1051125,,300429.5273,2770575.886,121.499767,25.04248
TS0LS10215,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,4.13112,0,1.591942,0,1051125,DBH<6,300428.8129,2770575.688,121.499759,25.042479
TS0LS10090,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,5.55614,34.396379,54.757057,43.201852,1051125,多主幹2枝,300432.5436,2770568.583,121.499796,25.042414
TS0LS10099,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,9.13745,9.235669,14.702654,11.6,1051125,,300431.9483,2770567.869,121.49979,25.042408
TS0LS10214,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.27603,7.324841,11.660725,9.2,1051125,,300432.2261,2770569.377,121.499793,25.042421
TS0LS10213,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.83063,7.006369,11.153737,8.8,1051125,,300431.5514,2770569.06,121.499786,25.042419
TS0LS10102,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,2.38072,54.140127,86.187969,68,1051125,,300425.9554,2770573.148,121.499731,25.042456
TS0LS10101,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,10.4922,7.961783,12.674701,10,1051125,,300428.3764,2770570.885,121.499755,25.042435
TS0LS10103,蓮霧,Syzygium samarangense,桃金孃科,龍山,高灘地南區管理站,4.78115,0,1.591942,0,1051125,DBH<6,300426.4714,2770570.925,121.499736,25.042436
TS0LS10210,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,2.44495,0,1.591942,0,1051125,DBH<6,300426.9476,2770570.131,121.499741,25.042428
TS0LS10211,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,4.92683,23.566879,37.517116,29.6,1051125,,300427.4239,2770569.536,121.499745,25.042423
TS0LS10100,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,6.50907,37.261146,59.317602,46.8,1051125,主幹傾斜,300429.2495,2770569.417,121.499764,25.042422
TS0LS10116,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.08632,8.280255,13.181689,10.4,1051125,,300428.3764,2770565.488,121.499755,25.042386
TS0LS10115,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.2798,46.656051,74.27375,58.6,1051125,,300429.5273,2770565.726,121.499766,25.042389
TS0LS10107,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.1004,26.751592,42.586997,33.6,1051125,,300434.7264,2770558.463,121.499817,25.042323
TS0LS10106,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,8.28415,63.057325,100.383635,79.2,1051125,全包,300436.9489,2770561.202,121.49984,25.042347
TS0LS10212,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.3098,13.057325,20.78651,16.4,1051125,,300436.5123,2770561.876,121.499835,25.042354
TS0LS10108,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,2.78346,58.628143,93.332631,73.636947,1051125,測量1.6m多主幹2枝,300433.7739,2770551.796,121.499808,25.042263
TS0LS10098,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.00321,20.076328,31.96036,25.215868,1051125,多主幹2枝DBH<6,300443.0211,2770559.098,121.4999,25.042328
TS0LS10097,芭樂,Psidium guajava,桃金孃科,龍山,高灘地南區管理站,6.09715,0,1.591942,0,1051125,DBH<6,300441.7114,2770556.955,121.499887,25.042309
TS0LS10096,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,3.61214,0,1.591942,0,1051125,,300440.0048,2770554.415,121.49987,25.042286
TS0LS10095,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,4.28344,17.457924,27.79201,21.927152,1051125,多主幹2枝,300435.7583,2770548.66,121.499827,25.042234
TS0LS10094,島榕,Ficus virgata,桑科,龍山,高灘地南區管理站,4.60897,20.312381,32.336142,25.51235,1051125,測量1m多主幹2枝,300432.8611,2770545.525,121.499798,25.042206
TS0LS10093,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,5.81981,13.694268,21.800486,17.2,1051125,,300431.8292,2770544.096,121.499788,25.042193
TS0LS10092,洋紫荊,Bauhinia purpurea,豆科,龍山,高灘地南區管理站,4.44443,38.408488,61.144105,48.241061,1051125,多主幹2枝,300429.567,2770541.001,121.499766,25.042165
TS0LS10091,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,8.19202,168.471338,268.196681,211.6,1051125,,300428.2573,2770539.492,121.499753,25.042152
TS0LS10110,柚,Citrus maxima,芸香科,龍山,高灘地南區管理站,4.16214,10.136198,16.136244,12.731064,1051125,多主幹2枝,300423.9314,2770543.183,121.49971,25.042185
TS0LS10109,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,5.22422,0,1.591942,0,1051125,DBH<6,300426.7889,2770543.977,121.499738,25.042192
TS0LS10111,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,1.63439,0,1.591942,0,1051125,DBH<6,300423.1773,2770551.994,121.499703,25.042265
TS0LS10113,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,7.66512,8.598726,13.688677,10.8,1051125,,300424.6854,2770557.59,121.499718,25.042315
TS0LS10114,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.49147,35.031847,55.768686,44,1051125,,300423.4551,2770557.471,121.499706,25.042314
TS0LS10120,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,8.05201,19.745223,31.433259,24.8,1051125,,300418.0973,2770564.377,121.499653,25.042377
TS0LS10119,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,7.71399,11.942675,19.012052,15,1051125,,300419.4467,2770564.456,121.499666,25.042377
TS0LS10142,柚,Citrus maxima,芸香科,龍山,高灘地南區管理站,4.50074,0,1.591942,0,1051125,DBH<6,300417.502,2770570.846,121.499647,25.042435
TS0LS10117,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,6.84065,13.057325,20.78651,16.4,1051125,,300417.8195,2770568.583,121.49965,25.042415
TS0LS10118,茄苳,Bischofia javanica,大戟科,龍山,高灘地南區管理站,6.14338,7.643312,13.126785,9.6,1051125,,300419.9229,2770568.901,121.499671,25.042418
TS0LS10143,構樹,Broussonetia papyrifera,桑科,龍山,高灘地南區管理站,6.8851,13.072851,20.811227,16.419501,1051125,多主幹2枝,300414.6445,2770568.068,121.499619,25.04241
TS0LS10144,柚,Citrus maxima,芸香科,龍山,高灘地南區管理站,5.78101,19.374473,30.843047,24.334338,1051125,測量1m多主幹3枝量平均處,300415.8351,2770567.433,121.499631,25.042404
TS0LS10145,桑樹,Morus australis,桑科,龍山,高灘地南區管理站,7.48456,15.923567,25.349403,20,1051125,,300409.882,2770559.257,121.499571,25.042331
TS0LS10121,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,9.7082,46.178344,73.513268,58,1051125,,300416.3907,2770560.447,121.499636,25.042341
TS0LS10125,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,12.4687,74.115609,117.987787,93.089205,1051125,多主幹2枝,300412.5014,2770554.613,121.499597,25.042289
TS0LS10122,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.70622,27.388535,43.600973,34.4,1051125,,300415.597,2770559.217,121.499628,25.04233
TS0LS10123,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,7.32186,30.254777,48.163865,38,1051125,,300414.6048,2770557.63,121.499618,25.042316
TS0LS10124,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.3843,48.726115,77.569172,61.2,1051125,,300414.0095,2770556.915,121.499612,25.04231
TS0LS10112,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,4.59082,0,1.591942,0,1051125,DBH<6,300418.8514,2770554.812,121.49966,25.04229
TS0LS10136,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,9.64706,28.343949,45.121937,35.6,1051125,,300426.2333,2770536.238,121.499732,25.042122
TS0LS10137,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.9851,51.273885,81.625077,64.4,1051125,,300419.2482,2770537.23,121.499663,25.042132
TS0LS10139,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,9.97973,22.133758,35.23567,27.8,1051125,,300414.9223,2770537.508,121.49962,25.042134
TS0LS10138,柚,Citrus maxima,芸香科,龍山,高灘地南區管理站,9.32476,28.114454,44.756594,35.311754,1051125,多主幹3枝,300417.5814,2770535.047,121.499647,25.042112
TS0LS10135,洋紫荊,Bauhinia purpurea,豆科,龍山,高灘地南區管理站,11.9165,37.898089,60.331578,47.6,1051125,,300419.2879,2770530.285,121.499663,25.042069
TS0LS10134,洋紫荊,Bauhinia purpurea,豆科,龍山,高灘地南區管理站,10.8446,28.980892,46.135913,36.4,1051125,測量1m,300414.5651,2770529.015,121.499617,25.042058
TS0LS10133,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,9.45023,25.159236,40.052056,31.6,1051125,,300415.5573,2770522.824,121.499626,25.042002
TS0LS10132,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.117,60.031847,95.567248,75.4,1051125,,300404.3257,2770526.951,121.499515,25.042039
TS0LS10131,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,14.6,73.88535,117.621229,92.8,1051125,,300400.6348,2770530.404,121.499479,25.042071
TS0LS10127,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,11.0839,58.43667,93.027818,73.396458,1051125,測量1.6m多主幹3枝,300405.3179,2770548.502,121.499526,25.042234
TS0LS10126,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,10.6945,59.872611,95.313754,75.2,1051125,,300407.342,2770552.153,121.499546,25.042267
TS0LS10128,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,12.3148,67.05013,106.739951,84.214963,1051125,多主幹5枝,300402.5398,2770545.882,121.499498,25.04221
TS0LS10129,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,13.1136,44.585987,70.978328,56,1051125,,300399.9998,2770544.771,121.499473,25.0422
TS0LS10130,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,13.344,79.48843,126.541009,99.837468,1051125,多主幹2枝,300396.9835,2770542.628,121.499443,25.042181
TS0LS10147,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,17.169,75.477707,120.156169,94.8,1051125,測量1m,300392.9751,2770537.508,121.499403,25.042135
TS0LS10148,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,14.9333,101.910828,162.236177,128,1051125,測量1m,300387.5776,2770532.507,121.499349,25.04209
TS0LS10149,小葉南洋杉,Araucaria heterophylla,南洋杉科,龍山,高灘地南區管理站,16.5673,26.751592,42.586997,33.6,1051125,,300389.5222,2770525.761,121.499368,25.042029
TS0LS10150,小葉南洋杉,Araucaria heterophylla,南洋杉科,龍山,高灘地南區管理站,16.7735,37.261146,59.317602,46.8,1051125,,300391.3082,2770524.53,121.499386,25.042018
TS0LS10155,千年木,Dracaena marginata,龍舌蘭科,龍山,高灘地南區管理站,6.17066,21.019108,33.461212,26.4,1051125,無脫葉痕,300383.4897,2770525.245,121.499308,25.042025
TS0LS10153,榕樹,Ficus microcarpa,桑科,龍山,高灘地南區管理站,12.6519,57.382314,91.349343,72.072186,1051125,多主幹3枝,300390.2366,2770518.577,121.499375,25.041964
